Prey \ predator,Transient Killers,Sperm and Beaked Whales,Resident Killers,Porpoises,Belugas,Gray Whales,Humpbacks,Fin Whales,Sei Whales,Right Whales,Minke Whales,Bowhead Whales,Sea Otters,Walrus Bd Seals,N Fur Seal Juv,N Fur Seal Ad,Steller Sea Lions Juv,Steller Sea Lions Ad,Resident Seals,Wintering Seals,Shearwater,Murres,Kittiwakes,Auklets,Puffins,Fulmars,Storm Petrels,Cormorants,Gulls,Albatross Jaeger,Sleeper shark,W Pollock Juv,W Pollock Ad,P Cod Juv,P Cod Ad,Herring Juv,Herring Ad,Arrowtooth Juv,Arrowtooth Ad,Kamchatka fl Juv,Kamchatka fl Ad,Gr Turbot Juv,Gr Turbot Ad,P Halibut Juv,P Halibut Ad,YF Sole Juv,YF Sole Ad,FH Sole Juv,FH Sole Ad,N Rock sole Juv,N Rock sole Ad,AK Plaice,Dover Sole,Rex Sole,Misc Flatfish,Alaska skate,Other skates,Sablefish Juv,Sablefish Ad,Eelpouts,Grenadiers,Misc fish deep,POP,Sharpchin Rock,Northern Rock,Dusky Rock,Shortraker Rock,Rougheye Rock,Shortspine Thorns,Other Sebastes,Atka mackerel Juv,Atka mackerel Ad,Greenlings,Lg Sculpins,Other sculpins,Misc fish shallow,Octopi,Squids,Salmon returning,Salmon outgoing,Bathylagidae,Myctophidae,Capelin,Sandlance,Eulachon,Oth managed forage,Oth pelagic smelt,Bairdi,King Crab,Opilio,Pandalidae,NP shrimp,Sea stars,Brittle stars,Urchins dollars cucumbers,Snails,Hermit crabs,Misc crabs,Misc Crustacean,Benthic Amphipods,Anemones,Corals,Hydroids,Urochordata,Sea Pens,Sponges,Bivalves,Polychaetes,Misc worms,Scyphozoid Jellies,Fish Larvae,Chaetognaths,Euphausiids,Mysids,Pelagic Amphipods,Gelatinous filter feeders,Pteropods,Copepods,Pelagic microbes,Benthic microbes,Macroalgae,Lg Phytoplankton,Sm Phytoplankton,Outside Production,Discards,Offal,Pelagic Detritus,Benthic Detritus,Outside Detritus
Other Sebastes,0,2.46E-05,0,0,0,0,0,0,0,0,0,0,3.96E-06,0,3.02E-06,5.40E-05,2.82E-07,3.05E-06,4.36E-05,0,0,2.41E-05,3.00E-06,7.97E-06,1.43E-06,1.56E-06,1.04E-08,3.81E-07,3.15E-07,0,0,0,0,0,3.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36E-05,0.001834031,0.002751046,0
Atka mackerel Juv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90E-07,3.60E-08,9.57E-08,1.71E-08,1.88E-08,1.24E-10,4.58E-09,3.78E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004708854,0.09229353,0.1384403,0
Atka mackerel Ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367104,0.006555465,1.71E-06,1.85E-05,0.002659211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01257,0,0,0,0.000563903,0,0,0,0,0,0.001192911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003842307,0.07530921,0.1129638,0
Greenlings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307935,0,0,0,0,0,0,0,0,0,0.000102642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0.00021003,0.000315045,0
Lg Sculpins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000883766,0,0.009658213,0,0,0,0,0,0,0,0,0,0.000402796,0,6.86E-05,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423435,0.001984615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836389,0.1639322,0.2458984,0
Other sculpins,0,0,0,0.004324336,0.02922628,0,0,0,0,0,0,0,0,0,7.34E-05,0.001311093,0.000102613,0.001110527,0.01329605,0.0458977,0,0,0,0,0,0,0,0,0,0,0,0.000161985,0.03773488,0.01593315,0.06813884,0,0,0.001003157,0.01161202,0,7.93E-05,0,0.0357676,0,0.005450439,0,0.002020673,0.005008744,0.001531663,0.000493739,1.48E-06,0,0,0,0,0.03209555,0.000332672,0,0,0.06407915,0,0,0,3.97E-06,0,0,0.000123256,0,0,2.89E-05,0,0,0.000357381,0.02275153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01018146,0.1995566,0.2993349,0
Misc fish shallow,0,0,0,0.002875993,0.01943756,0,0.002986527,0.0487609,0,0,0,0,0,0,0,0,5.13E-05,0.000555264,0.03589933,0.05737213,0,0,0,0,0,0,0,0,0,0,0.003194838,9.29E-05,0.009873805,0.000419662,0.02610956,0,0,7.46E-05,3.27E-05,0,0.000229013,0,0.01574488,0,0.003771245,3.15E-06,2.89E-05,0,0.01305813,0,0,0,0,0,0,0.005052174,0.006219453,0,3.93E-06,0.004679205,0,0,0,9.55E-07,0,0,0,1.03E-05,3.92E-07,6.96E-06,0,0,0,0.02052015,0.1133449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01085716,0.2128003,0.3192004,0
Octopi,0,0,0,0,0.003428082,0,0,0,0,0,0,0,0,0.01787347,7.34E-05,0.001311093,0.000307838,0.003331582,0.02659211,0.005737212,0,0,0,0,0,0,0,0,0,0,0.003194838,0,0.003064672,0,0.04115553,0,0,0,9.47E-05,0,0,0,8.53E-05,0,0.001155916,0,0.000128145,0,0.000553955,0,0,0,0,0,2.73E-05,0,0,0,0.002100767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01551626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003360095,0.06585786,0.09878679,0
Squids,0,0.0992968,0,0.05428188,0.02455539,0,0.00045377,0,0.002783152,0,0.00374131,0,0.002738693,0,0.02202627,0.393328,5.13E-05,0.000555264,0.006648026,0.000286861,0.007577755,0.02022719,0.000526165,0.000142887,0.001322512,0.02221816,0.000152811,0,0,0.003750001,0.03194838,0.009478771,0.1778746,0,0.005910354,0,0,0,0.01193263,0,5.80E-05,0,0.5358649,0,0.000785002,0,0,0.001782311,7.10E-05,0,8.90E-05,0,0,0,0,3.92E-05,0,0.001139689,0.006010481,0,0.968099,0.008094369,0.000132813,0.000401459,0.002997914,0,0.000167055,0.004572457,0,0.002925179,0,0,0,7.40E-05,0,0,0,0,0.3799457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04252157,0.8334227,1.250134,0
Salmon returning,0,0,5.97E-05,0.000911391,0.006159687,0,0.000946419,0.01545213,0,0,0.002975937,0,0,0,0.000734209,0.01311093,8.55E-06,9.25E-05,0.000664803,0,0,0,0,0,0,0,0,0,0,0,0.007987095,0,0,0,0.01050103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03476825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007732886,0.1515646,0.2273469,0
Salmon outgoing,0,0,3.65E-10,5.57E-09,3.75E-08,0,5.77E-09,9.42E-08,0,0,1.82E-08,0,0,0,0.000734209,0.01311093,8.55E-06,9.25E-05,0.000664803,0,0,0,0,0,0,0,0,0,0,5.84E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841276,0.01648902,0.02473353,0
Bathylagidae,0,0,5.80E-05,0.000884752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395111,0,0,0,0,0,0,0.000272263,0,9.28E-05,0,0,0.03836642,0,8.58E-06,0,0,0,0,0,0,0,0.0844527,0,0,0,0,0,6.11E-06,0,0,0,0,0,0,0,0,0,0.000967078,0,0,0,0.002356511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002368815,0.04642878,0.06964317,0
Myctophidae,0,0,0.000206347,0.003149738,0,0,0,0,0,0,0,0,0,0,0.002936835,0.05789001,0,0,0,0,0.001406603,0.001261321,0.008727266,0,0,0,0,0.000969261,0,0.000330444,0,0.03347095,0.179873,0,1.12E-06,0,0,0,0.004638491,0,3.43E-05,0,0.1053426,0,3.01E-05,0,0,0,1.37E-05,0,0,0,0,0,0,0,0,0,5.75E-05,0,0,0,0.003331629,2.64E-06,0,0,5.29E-05,1.13E-05,0,1.92E-05,0,0,0,0,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01224131,0.2399296,0.3598944,0
Capelin,0,0,0.000171201,0.002613254,0.01766182,0,0.00271369,0.04430629,0,0,0.008532982,0,0.0002072,0,0.0112334,0.2005973,0.000102613,0.001110527,0.01462566,0.04905317,0.01185093,0.03049745,0.005166994,0.00145653,0.00344496,0.000378096,1.47E-06,0.00080417,0.001026517,0.00027416,0,0.0146771,0.05378023,2.60E-05,0.02641397,0,0,0,0.01633139,0,0,0,0,0,0.00942107,0,2.22E-08,0,0.002456651,0,0,0,0,0,0.02018832,0,0,0,0,0.001225912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01329252,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02180822,0.427441,0.6411616,0
Sandlance,0,0,0.000604749,0.00923103,0.06238846,0,0.009585805,0.156507,0,0,0.03014181,0,0.000731912,0,0.000734209,0.01311093,6.84E-05,0.000740351,0,0,0.004122371,0.1077289,0.01825184,0.005145027,0.01216893,0.001335582,5.21E-06,0.004629689,0.003626059,0.000968441,0,0.05135705,0.1210366,0.00950448,0.1520443,0,0,0,0.000566572,0,0,0,0,0,0.008391384,0.001289805,0.00673333,0,0.008922482,0,0.5964319,0.01570881,0,0,0,0.03975596,1.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012609,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04310618,0.8448812,1.267322,0
Eulachon,0,0,0.000113959,0.001739502,0.01175653,0,0.001806356,0.0294923,0,0,0.005679945,0,0.000137922,0,0,0,0,0,0,0,0.000776823,0.0203005,0.003439389,0.000969533,0.002293123,0.000251678,9.82E-07,0.000535293,0.000683297,0.000182494,0,0,0.000684919,0,0.000920723,0,0,0,0.02875553,0,0,0,0,0,8.53E-06,0,0,0,0,0,0,0.000275936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009710546,0.1903267,0.28549,0
Oth managed forage,0,0,0.000237529,0.003625703,0.02450452,0,0.00376505,0.06147181,0,0,0.0118389,0,0.000287476,0,0,0,0,0,0,0,0.001619159,0.04231304,0.007168836,0.002020829,0.004779631,0.000524581,2.05E-06,0.001115728,0.001424219,0.000380378,0,0,0.04177505,0.005394003,0.04789291,0,0,0.000162477,0.007968397,1.76E-05,0.000828743,0,0.01582778,0,0.000642036,0,0.001092891,0,0.02018461,0,0.002585108,0,0,0,0.003618626,0.003496768,7.26E-05,0,0.01667058,0.05726939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06219829,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01805993,0.3539746,0.5309619,0
Oth pelagic smelt,0,0,0.00010006,0.001527344,0.01032265,0,0.001586045,0.02589528,0,0,0.004987193,0,0.0001211,0,0,0,0,0,0,0,0.000682078,0.01782456,0.003019905,0.000851284,0.002013443,0.000220982,8.62E-07,0.000470006,0.000599959,0.000160236,0,0,6.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369752,0,0,0,0.2472766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008861561,0.1736866,0.2605299,0
Bairdi,0,0,0,0,0,0.000150931,0,0,0,0,0,1.48E-05,0,0.001525271,0,0,1.46E-06,1.58E-05,0.000226929,0,0,0,0,0,0,0,0,3.62E-06,0,0,0,0,0.01147143,6.40E-06,0.3055838,0,0,0,0,0,3.44E-05,0,2.64E-09,0,0.006343784,2.88E-06,0.00293648,2.94E-06,0.01880548,0,0.000160764,0,7.08E-06,0,0.002786635,0.006861515,0.01036026,0,0,0.003235169,0,0,0,8.41E-08,4.51E-06,0,0,0,0,6.12E-07,0,0.005329609,0,0.005919148,0.08039873,0,0.03512687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05321371,0.4789233,0
King Crab,0,0,0,0,0,5.41E-05,0,0,0,0,0,5.31E-06,0,0.000805796,0,0,7.71E-07,8.34E-06,0.000119886,0,0,0,0,0,0,0,0,1.30E-06,0,0,0,2.46E-05,0.000159506,0.000282096,0.06166436,0,0,0,0,0,0,0,2.08E-06,0,0.000444758,0,0.000155981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02084116,0.1875704,0
Opilio,0,0,0,0,0,0.00055358,0,0,0,0,0,5.43E-05,0,0.00689331,0,0,6.60E-06,7.14E-05,0.001025585,0,0,0,0,0,0,0,0,1.33E-05,0,0,0,1.35E-06,0.002123889,0.002090172,0.4696533,0,0,0,5.02E-09,0,0,0,3.98E-06,0,0.008275803,0,0.006970655,3.57E-07,0.02452483,0,0.002221499,0.01284209,0,0,6.21E-06,0.04240245,0.004115515,0,0,0.442703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04178089,0,0,0.03512687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2701219,2.431097,0
Pandalidae,0,0,0,0,0,0.001481946,0,0,0,0,0,0.000145293,0,0.01345213,0,0,6.44E-06,6.97E-05,0.01501054,0.01187452,0,0,0,0,0,0,0,3.56E-05,0,0,0.000399355,0.02043062,2.549759,0.01641047,0.336972,0,0,0.002081209,0.05246487,6.28E-05,0.000656613,0,0.005852762,0,0.002335858,7.28E-06,0.000168629,0.03755042,0.277156,0.000900215,0.001208393,0,0.000102206,0,0.04258642,0.001726201,0,0,7.82E-05,0,0,0,0,0.000509196,0,0,0.01576042,6.04E-06,4.48E-06,0.003710187,0,0,0,0.008062551,0.09545599,0.04368733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3490904,3.141814,0
NP shrimp,0,0,0,0,0,0.002456092,0,0,0,0,0,0.0002408,0,0.02229479,0,0,1.07E-05,0.000115436,0.0248776,0.01968015,0,0,0,0,0,0,0,5.89E-05,0,0,0.000399355,0.1843191,1.06616,0.2899098,0.4832158,0,0,0.01604616,0.02996714,0.000917189,0.001094723,0.000219812,0.008861798,0.01202186,0.001117019,0.03948583,0.07807642,0.06790436,0.2594068,0.005589517,0.130932,0.000126285,0.000121642,0.04432049,0.04442586,0.08789283,0.02064797,0,0.000282349,0.06483927,0.968099,0.008094369,9.87E-05,0.000196782,0.001010785,0,0,0.001017865,0.000353636,0.001433827,0,0,0.001022529,0.205125,1.139773,0.482681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754149,6.78734,0
Sea stars,0,0,0,0,0,0.000567845,0,0,0,0,0,5.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332125,0,0.001010781,0,0,0,0,0,0,0,0,0,2.01E-08,0,1.07E-05,0,1.02E-07,0,2.02E-06,4.36E-08,0,0,0,0.000859649,0,0,2.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004801997,0.004100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5965768,5.36919,0
Brittle stars,0,0,0,0,0,0.000653278,0,0,0,0,0,6.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79E-05,0.004233525,0.000221302,0.001270262,0,0,1.84E-06,0.000122026,0,7.11E-07,6.36E-08,2.96E-05,0,1.85E-05,0.006615506,0.03388241,0.08646442,0.6329874,0.000491055,0.05298591,0.003613324,4.72E-06,0,0.02658117,7.89E-05,0,0,1.42E-05,0.8644356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110343,0.00041336,0,0,0,0,0,0,0,0,0,0,0,0,0.133426,0.02095144,0.486388,0,0,0.4485517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4334579,3.901121,0
Urchins dollars cucumbers,0,0,0,0,0,0.000243512,0,0,0,0,0,2.39E-05,0.02530327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,0.000882353,0,0,0,0,0,0,0,0,0,1.05E-05,0.01433185,0.04913372,0,0.000735583,0.00335093,0.0957979,0.03233816,0,0,8.76E-05,1.25E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02374771,0.127222,0.05041089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1000301,0.9002705,0
Snails,0,0,0,0,0,0.000145587,0,0,0,0,0,1.43E-05,0,0.1072408,0,0,1.71E-06,1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000399355,0,0.02103149,7.73E-05,0.03837905,0,0,8.50E-06,5.81E-05,0,0,0,0,0,0.000586864,0.004340425,0.01113347,0,0.05116514,0.000103036,0.005930913,0.007490016,0,0,0.000197944,0.000466351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-07,0.00148348,0,0,0.281015,0,0,0,0,0,0,0,0,0,0,0.06063877,0.1511467,0.3280309,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1776088,1.59848,0
Hermit crabs,0,0,0,0,0,0.000386326,0,0,0,0,0,3.79E-05,0,0.006208857,0,0,5.94E-06,6.43E-05,0.000923753,0.004118531,0,0,0,0,0,0,0,0,0,0,0.000399355,0.01402342,0.06951211,0.01186961,0.4464877,0,0,0.000209863,0.000240998,0,1.82E-06,0,0.005306772,7.69E-06,0.01137067,0.000150822,0.02750866,3.00E-05,0.04092994,6.90E-08,0.02368063,0.000235021,0,0,0.000478158,0.02944162,0.03729299,0,5.52E-07,0.01189775,0,0,0,1.15E-05,0.000616135,0,0,0,0,8.35E-05,0,0,0,0.02072441,0,0.001240892,0.07025374,0,0,0,0,0,0,0,0,0,0,0.02212643,0.01242411,0.2041908,0,0,0.07475861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1759896,1.583907,0
Misc crabs,0,0,0,0,0,0.000151835,0,0,0,0,0,1.49E-05,0.01577713,0.002440232,0,0,2.33E-06,2.53E-05,0.000363057,0.001618682,0,0,0,0,0,0,0,3.64E-06,0,0,0,0.001453712,0.01820145,0.00028582,0.08990211,0,0,0,0,0,0,0,0,0,0.001814749,0.000425875,0.001900616,7.14E-07,0.00313558,0,0.004794264,0.000606498,0,0,0,0.001078351,0.003187661,0,0,0.02327152,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0.02102928,0.04358659,0,0,0,0,0,0,0,0,0,0,0,0,0.02212643,0.01242411,0.2041908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069043,0.6213871,0
Misc Crustacean,0,0,0,0,0,0.002027192,0,0,0,0,0,0.00019875,0,0,0,0,0,0,0,0,0.000284878,0.003541953,0.000277698,0.000139147,0.002173131,3.11E-06,2.89E-07,4.87E-05,1.00E-05,0,0,0.614736,0.0792448,0.01162199,0.003530332,0,0,0,5.00E-06,9.08E-08,1.59E-06,4.53E-09,1.60E-06,0,4.28E-05,0.2828707,0.009992486,0.007528577,0.003390698,0.00243351,0.0515187,0.003738757,8.77E-07,0,0.002076706,3.61E-05,0,0,0,0.02540916,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-06,0.000856003,0.03279336,0.00010229,0,0,0,0,0,0,0,0,0,0,0,0.007755027,0.01156923,0.1168586,0,0,0,0,0,0,0,0,0,0,0.06845044,0.000379005,0.1476244,0.7931863,0.000772514,0.03405318,50.27187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.891645,71.0248,0
Benthic Amphipods,0,0,0,0,0,0.2608661,0,0,0,0,0,0.00027154,0,0,0,0,0,0,0,0,0,0,0.000379401,0.000190108,0,4.25E-06,3.95E-07,6.65E-05,1.37E-05,0,0,2.151849,1.460054,0.6436246,0.1790871,0,0.000314518,7.17E-05,0.001411105,5.93E-05,0.000202319,0.000136936,0.005487992,2.69E-07,3.64E-05,0.1355108,0.08009857,0.1674952,0.05980229,0.1909553,0.403905,0.2130911,4.10E-05,0.009584943,0.02838361,0.01199147,0.000983272,0,1.25E-05,1.55594,0,0,0.000447232,0.00025833,4.39E-06,5.68E-05,0,0.000105177,0.000834571,0.001882289,0,0,7.73E-05,0.06440649,0.4427047,0.2143643,0,0,0,0,0,0,0,0,0,0,0,0.06143881,0.007170577,0.3247784,4.8736,9.181617,0,1.784806,0,0,0,0,0,0,0.06845044,0.000379005,0.1476244,0.7931863,0.000772514,0.03405318,50.27187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35458,102.1912,0
Anemones,0,0,0,0,0,2.52E-05,0,0,0,0,0,2.47E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01256958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159644,0.284368,0
Corals,0,0,0,0,0,3.01E-06,0,0,0,0,0,2.97E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150927,0.001358343,0
Hydroids,0,0,0,0,0,4.95E-05,0,0,0,0,0,4.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95E-07,0,0,0,8.09E-07,0,0,0,0,0,0,2.62E-05,5.37E-05,0,7.92E-09,0,4.85E-06,4.27E-10,0,0,4.23E-07,0,0,0,0,0.00814503,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-06,7.33E-06,0.08416561,0,0,0,0,0,0,0,0,0,0,0,0,0.01861175,0.03497472,0.04273879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05198035,0.4678231,0
